identifier	birthCountry_json	deathCountry_json
nunn001		
nura001		
nutt002	België (Wallonië)	
nuye005	Nederland	Nederland
nuyt007		
nuyt035		
nyla001		
nype001	Nederland	Nederland
obbe001	Nederland	Nederland
obbe005		
ober002	Nederland	
odel003		
oege002		
oene007		
oerl002	Nederland	Nederland
oeve002		
oeve003	België (Wallonië)	België (Wallonië)
oey_001	Nederland	Nederland
oe__002	Japan	Japan
offe001	België (Wallonië)	België (Wallonië)
offe002	Nederland	
offe006		
ogon001	Polen	
ogtr002		
oije002		
olde002	Nederland	Nederland
olde004		
olde029		
oliv006	Nederland	
oliv007		
oliv008		
oliv027	Duitsland	
oliv035		
ollo001	Indonesië	
olmh001		
olou001	Ierland	
olte001	Nederland	
oltm001	Nederland	Nederland
ombr001	Suriname	
onda005		
onde001		
onde010		
onet001	Uruguay	
onge001		
onie001		
onne002		
onne005	Nederland	
onru001		
onst001		
onst005		
ontr001	België (Wallonië)	België (Wallonië)
oome001	Nederland	Nederland
oord001	Duitsland	Nederland
oord002	Zuid-Afrika	Zuid-Afrika
oord004	Nederland	Zuid-Afrika
oord012		
oort001		
oort003	Nederland	
oort009		
oort013		Nederland
oost003	Nederland	Nederland
oost007	Nederland	
oost012	Nederland	Frankrijk
oost013	Nederland	
oost019	Nederland	
oost025		
oost033	Nederland	
oost034	Nederland	Nederland
oost052		Nederland
oost057		
oost058		
oost061		
oost122		
oost139		
oost140		
oost149		
oote001		
oppe001		
oppe006		
oppe022		
oppe023		
oppo001	Italië	Italië
opst001	Nederland	Nederland
opst004	Nederland	
opzo001	Nederland	Nederland
oran002		
oris004		
orne001	Nederland	Nederland
osse008		
ossi002	Zweden	Zweden
osta002	België (Wallonië)	België (Wallonië)
oste005		
oste015		
os__001		
os__005		
os__006	Nederland	Duitsland
os__013	Indonesië	Nederland
os__018		
os__027		
os__041		
oter003	Spanje	
otte001	Nederland	Nederland
otte003		
otte006	Nederland	
otte010	Nederland	
otte043		
otte061		
oubo001		
oubo005		
oude004	Nederland	Nederland
oude013		
oude015		Nederland
oude017		
oudk001		
ouds001	Nederland	Nederland
ouds003	Nederland	Zuid-Afrika
oudw001	Nederland	Nederland
oud_002	Nederland	Nederland
oukh001	België (Wallonië)	België (Wallonië)
outh006		
outs007		
ouwe002	Nederland	
ouwe004	Nederland	Nederland
ouwe005	Nederland	
ouwe008		
oven002	Nederland	Nederland
oven007		
over002	België (Wallonië)	België (Wallonië)
over006	Nederland	Nederland
over007	Nederland	Nederland
over018	Nederland	
over026		
over036		
over041	Nederland	
over042		
over076	Nederland	
over088		
over105		
over110		
over111		
ovid001	Italië	Roemenië
ovin001	Nederland	Nederland
ovin002		
oyen022		
oye_001	België (Wallonië)	België (Wallonië)
ozin001	Nederland	Nederland
paap003	Nederland	Nederland
paar001	Nederland	
paar002	Nederland	
paas001	Nederland	
padi001		
paem001	België (Wallonië)	
paep001	België (Wallonië)	België (Wallonië)
pako001	Suriname	
pali003		
palm004	Caribisch deel van het Nederlandse Koninkrijk	
palm008	Nederland	
palm010	Groot-Brittannië (en Noord-Ierland)	
palm013	Caribisch deel van het Nederlandse Koninkrijk	
palm025		
palm037	Zweden	Denemarken
pals003		
pama002		
panh001	Nederland	Nederland
panh016		
panh018		
pann020		
pant010		
pant011		
papi001		
papp004		
paqu002		
paqu003		
para001		
para018	Oekraïne	Polen
pard002		
pare001	Nederland	Nederland
pari002	België (Wallonië)	
parm011	België (Wallonië)	België (Wallonië)
parr008	Chili	
pasq001	België (Wallonië)	
pass001		
pass009		
patc001	Verenigde Staten	
pate001	Nederland	Nederland
pate012		
pati001	Nederland	Nederland
pati008		
patr002		
patt002		
patt003		
paul002	Nederland	
paul013		
paun001		
pauw001	Nederland	Nederland
pauw002		
pauw011	Nederland	Nederland
pauw014		
pauw091		
pauw092		
paz_002	Mexico	Mexico
peau001	Nederland	
pedr001		
peel002		
peer002	België (Wallonië)	
peet002		
peet003	Nederland	
peet007		
peet013	België (Wallonië)	
peet014	België (Wallonië)	
peet015	België (Wallonië)	
peet018		
peet049		
peet054		
peet069	België (Wallonië)	
peet075		
peet076		
peet077		
pee_003	België (Wallonië)	België (Wallonië)
peke005		
peke007		
pelc003		
pele002	België (Wallonië)	
peli001		
pels015		
pelt024		
pend002		
penn007	Nederland	Nederland
penn009		
penn013		
pen_002	Nederland	Nederland
pepe005	Nederland	Nederland
pepp001		
pere002	Nederland	Nederland
pere006	België (Wallonië)	België (Wallonië)
perk005	Nederland	Nederland
perk009		
perk010		
perk014		
perm002	Nederland	Nederland
pern001	België (Wallonië)	België (Wallonië)
perq003		
perr002	België (Wallonië)	
perr010	België (Wallonië)	
perr011	Nederland	
pers003	Italië	
pers009		
pers010		
pers011	België (Wallonië)	België (Wallonië)
pers048	Frankrijk	
pert002	Frankrijk	Frankrijk
pesc001		
pete030		
pete032		
pete033		
pete076	Nederland	Nederland
pete112		
pete121		
peti002	Nederland	
peti027	Nederland	
petr061		
peur003		
peve002		
peyp001	Nederland	Frankrijk
pfei012	Nederland	
phei001		
phil002		
phil006	Nederland	Nederland
phil015		
phil018		
phil060		
phil065		
phil068		
phil070		
phil072		
phil075		
piag001		
pica001		België (Wallonië)
pica010	Spanje	Frankrijk
picc005	Brazilië	Brazilië
pick006		
pieb002	Nederland	Nederland
pien004	Zuid-Afrika	Zuid-Afrika
piep001		
pier001		
pier003	Nederland	Nederland
pier005	Nederland	
pier008	Nederland	Nederland
pier009	Nederland	Nederland
pier010	België (Wallonië)	
pier041	Italië	
piet003	België (Wallonië)	
piet014		
piet135		
pijl004		
pijl005		
pijn003		
pijn004	Nederland	
pijn007	Nederland	Nederland
pijn016		
pijp003	Nederland	Nederland
pijp004	Nederland	Nederland
pijp007		
pijz001	Nederland	Nederland
pike001		
pili001	Hongarije	
pill001	België (Wallonië)	België (Wallonië)
pill008		
pink001	Nederland	Duitsland
pint019		
piov001	Italië	Groot-Brittannië (en Noord-Ierland)
pire008	Portugal	
pist001	Nederland	
pisu002	Nederland	Nederland
pitl002	Nederland	Nederland
pit_001	Nederland	Nederland
plan011	België (Wallonië)	België (Wallonië)
plan013	België (Wallonië)	
plan015	Nederland	Nederland
plan028		
plan035		
plan049		
plas001	Nederland	Nederland
plas003	Nederland	
plas009		
plas018		
plat008	Griekenland	Griekenland
plat009		
plat015		
plat016		
plei001	Nederland	
plei004		
plek002		
plem002	Nederland	Nederland
plem006	Nederland	Nederland
ples004	Zuid-Afrika	Zuid-Afrika
ples013	Duitsland	Duitsland
pley001	België (Wallonië)	
pley002	Nederland	Nederland
ploe002	Nederland	
ploe012	Nederland	
ploe020	Nederland	Nederland
ploe021		
ploe030		
ploe033		
plok002	Nederland	Nederland
plom001	Nederland	
ploo001		
ploo006		
plui002	Nederland	Nederland
pluv002	Nederland	
pluv003		
pluv004		
pluy003	Nederland	Nederland
pode001		
poel003	Nederland	Nederland
poel004		
poel006		
poel011	Nederland	Nederland
poel019		
poel020		
poel021		
poel067		
poel079		
poe_001	Verenigde Staten	Verenigde Staten
pola005	Nederland	Nederland
pola006	Nederland	Nederland
pola007	Suriname	Suriname
pola012		
pola036		
pola037		
pola038	Nederland	
pola049		
pold010		
pole001	Nederland	Nederland
pole004		
poli001	Nederland	Nederland
poll001	Nederland	Nederland
poll003	België (Wallonië)	
poll006		
poll007	Nederland	
poll012	Nederland	
poll014		
poll056		
polm003	Nederland	
polm004	Nederland	Nederland
pols002	Nederland	Nederland
pols003	Nederland	Nederland
pols004		
pols007	België (Wallonië)	België (Wallonië)
pols011		
polv001		
pol_001		
pol_003	Nederland	Nederland
pol_010		
pomb001		
pome002		
pomp001	Nederland	Nederland
ponc004		
pone001	Zuid-Afrika	Zuid-Afrika
pool002		
pool005	Nederland	Nederland
pool006	Caribisch deel van het Nederlandse Koninkrijk	Panama
poor001	Nederland	
poor002	Nederland	Nederland
poor004		
poor005	België (Wallonië)	België (Wallonië)
poor006	België (Wallonië)	
poor011	Nederland	Nederland
poor012	Nederland	Nederland
poor017		
poot011	België (Wallonië)	België (Wallonië)
popk002		
popl001		
popm001		
popm003		
popm005		
popp001	België (Wallonië)	
popp015		
pop_004		
porr002		
port004	België (Wallonië)	
port005	Verenigde Staten	Nederland
port038		
port047		
poss001	België (Wallonië)	België (Wallonië)
poss003		
post009	Nederland	
post028	Nederland	Nederland
post029	Nederland	Nederland
post030	Nederland	Nederland
post057		
post072		
post075		
post085		
pos_001	Nederland	Nederland
pos_002	Suriname	Nederland
pos_005	Nederland	Nederland
pos_006	Nederland	
potg001	Nederland	Nederland
poth001	Nederland	Nederland
poti001		
pott015		
pott016		
pott036		
pott037		
pot_008	Nederland	Nederland
pot_010		
pot_027	Nederland	Nederland
pot_035	Nederland	Nederland
poui002		
pouk001		
poul002		
poun001	Verenigde Staten	
poup001	België (Wallonië)	België (Wallonië)
praa001	Nederland	Nederland
praa002	Nederland	Nederland
praa003		
praa006	Nederland	België (Wallonië)
praa007		
praa015	Nederland	
praa021		
prae016		
prae020		
prak001	Nederland	Nederland
pran001		
pray001	België (Wallonië)	
pred001		
prem003		
pres003	Nederland	Nederland
prew001		
pric001		
pric002	Nederland	Nederland
pric005	België (Wallonië)	Nederland
pric006	Indonesië	Nederland
prie001		
prie010		
prij002	België (Wallonië)	België (Wallonië)
prim001	België (Wallonië)	België (Wallonië)
prin002	Nederland	Nederland
prin004		
prin006	Nederland	Nederland
prin007	Nederland	Nederland
prin009	België (Wallonië)	
prin010	Nederland	Nederland
prin012	Nederland	
prin013		
prin023		
prin025		
prin026		
prin028		
prin051		
prin071		
prin102		
proe001		
pron008		
proo002	Nederland	Nederland
proo004	Nederland	
prud002		
prus004		
puch001	Nederland	Nederland
puff001		
puli002		
pull003		
puth001		
putm004	België (Wallonië)	België (Wallonië)
puts002		
putt002		
putt015	Caribisch deel van het Nederlandse Koninkrijk	
putt040		
putt047		
puym001	België (Wallonië)	
puyv001	België (Wallonië)	België (Wallonië)
pytt002		
quac001	Nederland	Nederland
quak001		
quak003	Bulgarije	Nederland
quar002	Nederland	Nederland
quas001	België (Wallonië)	België (Wallonië)
quer001	Nederland	Polen
quer002	Nederland	Nederland
quer004		
quer006		
quer007		
quir008	Uruguay	
quis001	Nederland	Egypte
raad003	België (Wallonië)	Nederland
raaf001		
raal001	Suriname	
raal003	Nederland	Nederland
raal006		
raat001	Nederland	
raat002	Nederland	
rabb001	Nederland	
rabi001	Zuid-Afrika	
racz001		
rade001	Nederland	
rade006	Nederland	Nederland
rade011		
radv001		
raed001	Nederland	Nederland
raed005		
raed009		
raes001	België (Wallonië)	
raes005		
rahd001	Indonesië	
rahu001		
raig001		
rale001	Groot-Brittannië (en Noord-Ierland)	Groot-Brittannië (en Noord-Ierland)
ralo001		
rama011	Nederland	Nederland
rama026		
ramd001	Suriname	Nederland
ramo002	Indonesië	Nederland
ramo008	Brazilië	
ramp007	Verenigde Staten	
rams002		
ram_002	België (Wallonië)	België (Wallonië)
rand002	Nederland	Nederland
rand005	Nederland	Nederland
rani001	Nederland	Nederland
rani002		
rank003		
rapp009	Nederland	Nederland
rapt001	Rusland	Nederland
rasc001		
rasc002		
ras_002	Nederland	Nederland
ras_003	Nederland	Nederland
ras_008	Nederland	Nederland
rauc001	Frankrijk	Frankrijk
raul002		
raus003		
rauw003	Nederland	Frankrijk
rauw004		
rave004	Nederland	Nederland
rave015		Nederland
rave059	België (Wallonië)	België (Wallonië)
rave076		
rawi001	Nederland	
rebe005	Portugal	
reda004		
redd001	Indonesië	
redd002	Nederland	Nederland
rede001	Nederland	
rede004		
reed005	Nederland	Nederland
reed008		
reen002		
reen012		
reep003		
rees003	Nederland	Nederland
rees004	Nederland	Nederland
rees005	Nederland	Nederland
rees009	België (Wallonië)	Nederland
rees026		
ree_004		
ree_006		
ree_007		
ree_038		
rego007	Caribisch deel van het Nederlandse Koninkrijk	
regt008		
regt011		
reho001	Groot-Brittannië (en Noord-Ierland)	
reic003	Nederland	Nederland
reic014		
reig008	Nederland	Nederland
reij004	Nederland	Nederland
reij008		
reij014		
reij034		
reij044		
reij045		
reil002		
rein003	Nederland	Nederland
rein006	Nederland	
rein007	Nederland	
rein011	Nederland	Nederland
rein012	Nederland	
reis006		
reit002	Nederland	
reit004	Nederland	Nederland
reit006		
reit013		
reit019		
rend001	Nederland	
rend003		
rene019		
rene050		
rene051		
rene059		
reni006	België (Wallonië)	België (Wallonië)
renn016	Tsjechië	Oostenrijk
rens002	België (Wallonië)	België (Wallonië)
rens014		
rens023		
rent001		
rent002	Nederland	Nederland
rent009		
resi001	Indonesië	Indonesië
reth003		
rett001		
reug001	Nederland	
reug002		
reul001	Nederland	Nederland
reus006	Nederland	Nederland
reus008	België (Wallonië)	België (Wallonië)
reve001	Nederland	Nederland
reve002	Nederland	België (Wallonië)
reve003	Nederland	Nederland
reve005		
reve006	Hongarije	Nederland
reve013		
revi001	Nederland	Nederland
revi002	Nederland	Nederland
revi005		
reyk001		
reym003	Nederland	
reyn001	België (Wallonië)	
reyn005	Congo-Kinshasa	
reyn037		
reyn040		
reyn043		
reyp001	België (Wallonië)	België (Wallonië)
rezn002	Verenigde Staten	
rhee002		
rhei001	Indonesië	Nederland
rhij003	Nederland	
rhij004	Nederland	Nederland
rhod003		
ribb006		
rich030		
ridd002	België (Wallonië)	België (Wallonië)
ridd004		
ridd036		
ridd042		
ridd064		
rieh001	Nederland	Nederland
rieh002		
riel005		
riel008		
riem008		
riem011	Nederland	
riem013	Nederland	Nederland
riem014		
riem015		
riem030	Nederland	
riem045		
rien002		
rier002		
ries005	Nederland	
riet005	Nederland	
riet013		
riet019	Nederland	Nederland
riet032		
riet034		
riet042		
riet053	Nederland	
rieu002	Nederland	Nederland
rign001		
rigt002		
rigt006		
rijc010	Nederland	Nederland
rijc014		
rijd001	Nederland	Nederland
rijg002		
rijk009		
rijk023	Nederland	
rijk025		
rijk035		
rijn005	Nederland	Nederland
rijn006		
rijn010	Nederland	Nederland
rijn019		
rijn051		
rijn052		
rijn053		
rijn054		
rijp001	Nederland	
rijp002	Nederland	Nederland
rijs040		
rijs043		
rijt001		
rikk006		
rikm001	Nederland	Nederland
rilk002	Tsjechië	Zwitserland
rimb001	Frankrijk	Frankrijk
rime001	Denemarken	
rinc001		
rink002	Nederland	Nederland
rink003		
rinn001		
riot001	Italië	
rip_001		
rip_002		
risp001	Nederland	Nederland
riss002	Nederland	Nederland
riss006		
rits002	Tunesië	Nederland
rits006		
rits008		
ritt001	Nederland	Nederland
ritt003	Nederland	Nederland
roab001	Paraguay	Paraguay
robb002	Nederland	Nederland
robb012		Nederland
robb016		
robb019	Frankrijk	Frankrijk
robi005	Verenigde Staten	
robi009	Nederland	Nederland
robi010	Nederland	Nederland
robo001	Hongarije	
robs001	Groot-Brittannië (en Noord-Ierland)	Groot-Brittannië (en Noord-Ierland)
rode002	België (Wallonië)	België (Wallonië)
rode006	Nederland	Nederland
rode011	Nederland	
rodi006	Verenigde Staten	
roec008		
roec010		
roec011		
roeg001	Indonesië	Nederland
roel003	België (Wallonië)	België (Wallonië)
roel004	België (Wallonië)	België (Wallonië)
roel010	Nederland	Nederland
roel026	Nederland	Nederland
roel029		
roel034		
roel083	Nederland	België (Wallonië)
roel098		
roel111		
roel119		
roem001	België (Wallonië)	België (Wallonië)
roem002	Suriname	
roem010		
roes002	Nederland	
roes010	Nederland	Nederland
roes011	Nederland	Nederland
roes019	Nederland	Italië
roes042		
roet004	Verenigde Staten	Verenigde Staten
roev003	Nederland	Nederland
roga001		
rogg001	Nederland	Nederland
rogg003	België (Wallonië)	
rogg008		
rogg010	België (Wallonië)	België (Wallonië)
rogg016		
rogi001		
rogi002	Nederland	
roja003	Chili	
roje001		
roke003		
rola001	Nederland	Nederland
rola002	Nederland	Nederland
rola003	Nederland	Nederland
rola013		
rold004	Nederland	Nederland
roli001		
roli002		
roli003		
romb004	België (Wallonië)	België (Wallonië)
romb011	Nederland	Nederland
romb015	België (Wallonië)	België (Wallonië)
romb029		
romb045	België (Wallonië)	
rome002	Nederland	Nederland
rome003	Nederland	Nederland
rome007	Nederland	Nederland
rome011		
rome012	Caribisch deel van het Nederlandse Koninkrijk	
romi001	Nederland	
romi003	Nederland	Nederland
romi004	Nederland	Frankrijk
romi006		
romm002	Nederland	Nederland
romm013		
romp005	Nederland	Zuid-Afrika
rona002		
rona003	Hongarije	
rond002	België (Wallonië)	België (Wallonië)
rond011		
ronk002	Nederland	Nederland
rons013	Frankrijk	Frankrijk
